瘤痢,斥档,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,辑府,辑府,辑府,辑府,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅
力林,2010, , ,2010-09-08,23老, , ,2010-10-28,-10老,2010-11-08,-12老, , , , , , ,2010-10-25,-10老,2010-11-06,-11老, , , , , , ,2011-01-14,9老,2011-01-23,-22老,2010-10-18,4老, , ,2010-11-01,4老
力林,2011, , ,2011-09-06,21老, , ,2011-10-20,-18老,2011-11-08,-12老, , , , , , ,2011-10-22,-13老,2011-11-11,-6老, , , , , , ,2011-12-27,-9老,2012-02-20,6老,2011-10-13,-1老, , ,2011-10-25,-3老
力林,2012, , ,2012-09-03,18老, , , , , , , , , , , , , , , , , , , , , , ,2013-01-15,10老,2013-03-06,20老,2012-10-09,-5老, , ,2012-10-23,-5老
力林,2013, , , , , , ,2013-10-21,-17老, , , , , , , , ,2013-10-31,-4老, , , , , , , , ,2014-01-24,19老,2014-01-24,-21老,2013-10-16,2老, , ,2013-10-29,1老
力林,2014, , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-01,27老,2015-02-14,0老,2014-10-14,0老, , ,2014-10-24,-4老
力林,2015,包螟 救凳,—,2015-06-11,-66老,搬螟,—, , , , , , , , , , , , , , , , , , , , ,包螟 救凳,—,包螟 救凳,—,2015-10-07,-7老, , ,2015-10-22,-6老
力林,2016, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , , , , , ,2016-10-13,-22老,2016-10-26,-22老, , , , , , ,2017-02-03,29老,2017-02-15,1老,2016-10-12,-2老, , ,2016-10-26,-2老
力林,2017, , ,2017-10-03,48老,2017-10-11, ,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , ,包螟 救凳,—,包螟 救凳,—,2017-10-11,-3老, , ,2017-10-25,-3老
力林,2018, , ,搬螟,—,搬螟,—,2018-11-03,-4老,2018-11-23,3老, , , , , , ,2018-11-01,-3老,2018-11-15,-2老, , , , , , ,2019-02-12,38老,2019-02-12,-2老,2018-10-10,-4老, , ,2018-10-29,1老
力林,2019, , ,搬螟,—,搬螟,—,2019-11-07,0老,2019-11-21,1老, , , , , , ,2019-11-04,0老,2019-11-17,0老, , , , , , ,包螟 救凳,—,包螟 救凳,—,2019-10-12,-2老, , ,2019-10-28,0老
力林,2020, , ,搬螟,—,搬螟,—,2020-11-06,-1老,2020-11-14,-6老, , , , , , ,2020-11-08,4老,2020-11-17,0老, , , , , , ,包螟 救凳,—,包螟 救凳,—,2020-10-12,-2老, , ,2020-10-26,-2老
力林,2021, , ,搬螟,—,搬螟,—,2021-11-07,0老,2021-11-18,-2老, , , , , , ,2021-11-05,1老,2021-11-21,4老, , , , , , ,2022-01-03,-2老,2022-01-21,-24老,2021-10-26,12老, , ,2021-11-02,5老
力林,2022, , ,2022-07-20,-27老,2022-07-29, ,2022-11-13,6老,2022-11-23,3老, , , , , , ,包螟 救凳,—,包螟 救凳,—, , , , , , ,2023-01-10,5老,2023-02-27,13老,2022-10-18,4老, , ,2022-10-24,-4老
力林,2023, , ,2023-09-07,22老,2023-10-13, ,2023-11-13,6老,2023-11-20,0老, , , , , , ,2023-11-19,15老,2023-11-27,10老, , , , , , ,2024-01-16,11老,2024-03-10,25老,2023-10-10,-4老, , ,2023-10-26,-2老
陛魂,2004,2004-04-23,-7老,2004-08-21,-14老, , ,2004-10-12,-8老,2004-10-20,-7老, , , , , , ,2004-10-14,-6老,2004-10-25,-3老, , , , , , ,2004-10-13,-5老,2005-04-23,-1老,2004-10-12,-4老, , ,2004-10-28,-1老
陛魂,2005,2005-04-29,-1老,2005-09-08,4老, , ,2005-10-20,0老,2005-10-28,1老, , , , , , ,2005-10-19,-1老,2005-10-28,0老, , , , , , ,2005-10-23,5老,2006-04-25,1老,2005-10-14,-2老, , ,2005-10-29,0老
陛魂,2006,2006-04-24,-6老,2006-09-10,6老, , ,2006-10-23,3老,2006-10-30,3老, , , , , , ,2006-10-23,3老,2006-10-30,2老, , , , , , ,2006-11-03,16老,2007-04-19,-5老,2006-10-15,-1老, , ,2006-10-31,2老
陛魂,2007,2007-04-23,-7老,2007-09-05,1老, , ,2007-10-26,6老,2007-11-03,7老, , , , , , ,2007-10-25,5老,2007-11-03,6老, , , , , , ,2007-10-21,3老,2008-05-06,12老,2007-10-20,4老, , ,2007-11-03,5老
陛魂,2008, , ,2008-09-01,-3老, , , , , , , , , , , , , , , , , , , , , , ,2008-10-25,7老, , ,2008-10-20,4老, , ,2008-11-01,3老
焊飞,2004,2004-04-19,4老,2004-09-01,5老, , ,2004-11-01,7老,2004-11-11,6老, , , , , , ,2004-11-04,8老,2004-11-14,6老, , , , , , ,2004-11-07,3老,2005-04-15,0老, , , , , , 
焊飞,2005, , ,2005-09-04,8老, , ,2005-10-31,6老,2005-11-08,3老, , , , , , ,2005-11-04,8老,2005-11-15,7老, , , , , , ,2005-10-23,-12老,2006-04-06,-9老, , , , , , 
焊飞,2006, , ,2006-08-30,3老, , ,2006-11-01,7老,2006-11-17,12老, , , , , , ,2006-11-03,7老,2006-11-17,9老, , , , , , ,2006-11-12,8老,2007-04-17,2老, , , , , , 
焊飞,2007, , ,2007-09-09,13老, , ,2007-11-02,8老,2007-11-13,8老, , , , , , ,2007-11-05,9老,2007-11-19,11老, , , , , , ,2007-11-12,8老,2008-04-03,-12老, , , , , , 
焊飞,2008, , ,2008-09-07,11老, , ,2008-10-26,1老,2008-11-04,-1老, , , , , , ,2008-11-01,5老,2008-11-18,10老, , , , , , ,2008-11-22,18老,2009-04-17,2老, , , , , , 
焊飞,2009, , ,2009-08-25,-2老, , ,2009-10-05,-20老,2009-10-23,-13老, , , , , , ,2009-10-23,-4老,2009-11-02,-6老, , , , , , ,2009-11-22,18老,2010-04-17,2老, , , , , , 
焊飞,2010, , ,2010-08-30,3老, , ,2010-10-24,-1老,2010-11-11,6老, , , , , , ,2010-10-24,-3老,2010-11-15,7老, , , , , , ,2010-10-27,-8老,2011-04-24,9老, , , , , , 
焊飞,2011, , ,2011-09-02,6老, , ,2011-10-18,-7老,2011-11-01,-4老, , , , , , ,2011-10-18,-9老,2011-11-01,-7老, , , , , , ,2011-10-26,-9老,2012-04-12,-3老, , , , , , 
焊飞,2012, , ,2012-09-08,12老, , ,2012-10-28,3老,2012-11-03,-2老, , , , , , ,2012-10-28,1老,2012-11-03,-5老, , , , , , ,2012-11-02,-2老,2013-04-26,11老, , , , , , 
焊飞,2013, , ,2013-08-27,0老, , ,2013-10-29,4老,2013-11-03,-2老, , , , , , ,2013-10-29,2老,2013-11-04,-4老, , , , , , ,2013-11-12,8老,2014-04-08,-7老, , , , , , 
焊飞,2014, , ,2014-09-15,19老, , ,2014-10-30,5老,2014-11-06,1老, , , , , , ,2014-10-30,3老,2014-11-06,-2老, , , , , , ,2014-11-15,11老, , , , , , , , 
何咯,2004,2004-04-10,-6老,2004-09-01,-6老,2004-09-14, ,2004-10-20,-3老,2004-10-30,-1老, , , , , , ,2004-10-20,-2老,2004-10-30,-2老, , , , , , ,2004-10-13,-6老,2005-04-17,-5老,2004-10-19,0老, , ,2004-10-29,0老
何咯,2005,2005-04-20,4老,2005-09-07,0老, , ,2005-10-21,-2老,2005-10-31,0老, , , , , , ,2005-10-22,0老,2005-10-31,-1老, , , , , , ,2005-10-23,4老,2006-04-25,3老,2005-10-21,2老, , ,2005-10-30,1老
何咯,2006,2006-04-22,6老,2006-09-05,-2老, , ,2006-10-27,4老,2006-11-05,5老, , , , , , ,2006-10-22,0老,2006-11-03,2老, , , , , , ,2006-10-30,11老,2007-04-05,-17老,2006-10-24,5老, , ,2006-11-05,7老
何咯,2007,2007-04-23,7老,2007-09-10,3老, , ,2007-10-24,1老,2007-10-31,0老, , , , , , ,2007-10-24,2老,2007-10-31,-1老, , , , , , ,2007-10-21,2老,2008-04-03,-19老,2007-10-20,1老, , ,2007-10-31,2老
何咯,2008, , ,2008-09-12,5老, , ,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , ,搬螟,—, , , , , , , , 
辑魂,2004, , ,2004-08-28,-4老, , ,2004-10-23,-1老,2004-10-29,-3老, , , , , , ,2004-10-25,-1老,2004-11-02,-2老, , , , , , ,2004-10-27,-1老,2005-04-15,2老, , , , , , 
辑魂,2005, , ,2005-09-05,4老, , ,2005-10-19,-5老,2005-10-26,-6老, , , , , , ,2005-10-22,-4老,2005-10-30,-5老, , , , , , ,2005-10-23,-5老,2006-04-06,-7老, , , , , , 
辑魂,2006, , ,2006-09-07,6老, , ,2006-10-27,3老,2006-11-05,4老, , , , , , ,2006-10-29,3老,2006-11-10,6老, , , , , , ,2006-11-12,15老,2007-04-09,-4老, , , , , , 
辑魂,2007, , ,2007-09-14,13老, , ,2007-10-31,7老,2007-11-05,4老, , , , , , ,2007-11-03,8老,2007-11-08,4老, , , , , , ,2007-11-04,7老,2008-04-03,-10老, , , , , , 
辑魂,2008, , ,2008-09-08,7老, , ,2008-10-26,2老,2008-11-05,4老, , , , , , ,2008-11-01,6老,2008-11-08,4老, , , , , , ,2008-11-04,7老,2009-04-17,4老, , , , , , 
辑魂,2009, , ,2009-08-12,-20老, , ,2009-10-21,-3老,2009-11-02,1老, , , , , , ,2009-10-21,-5老,2009-11-06,2老, , , , , , ,2009-11-21,24老,2010-05-01,18老, , , , , , 
辑魂,2010, , ,2010-08-27,-5老, , ,2010-10-25,1老,2010-11-03,2老, , , , , , ,2010-10-25,-1老,2010-11-03,-1老, , , , , , ,2010-10-27,-1老,2011-04-17,4老, , , , , , 
辑魂,2011, , ,2011-08-28,-4老, , ,2011-10-20,-4老,2011-10-27,-5老, , , , , , ,2011-10-23,-3老,2011-10-30,-5老, , , , , , ,2011-10-26,-2老,2012-04-17,4老, , , , , , 
辑魂,2012, , ,2012-09-05,4老, , ,2012-10-22,-2老,2012-10-30,-2老, , , , , , ,2012-10-28,2老,2012-11-06,2老, , , , , , ,2012-11-02,5老,2013-04-22,9老, , , , , , 
辑魂,2013, , ,2013-09-03,2老, , ,2013-10-22,-2老,2013-10-29,-3老, , , , , , ,2013-10-22,-4老,2013-11-01,-3老, , , , , , ,2013-10-26,-2老,2014-04-08,-5老, , , , , , 
辑魂,2014, , ,2014-09-01,0老, , ,2014-10-26,2老,2014-11-03,2老, , , , , , ,2014-10-30,4老,2014-11-10,6老, , , , , , ,2014-10-28,0老,2015-04-10,-3老, , , , , , 
辑魂,2015,2015-07-02,53老,搬螟,—,搬螟,—,2015-10-19,-5老,2015-11-02,1老, , , , , , ,2015-10-24,-2老,2015-11-06,2老, , , , , , ,2015-10-31,3老,2016-03-31,-13老, , , , , , 
辑魂,2016, , ,2016-09-20,19老,2016-09-30, ,2016-10-24,0老,2016-11-07,6老, , , , , , ,2016-10-30,4老,2016-11-11,7老, , , , , , ,2016-10-30,2老,2017-04-02,-11老, , , , , , 
辑魂,2017, , ,2017-09-15,14老,2017-09-24, ,2017-10-26,2老, , , , , , , , ,2017-10-27,1老, , , , , , , , ,2017-10-30,2老, , , , , , , , 
玫救,2004,2004-05-17,16老,2004-08-25,-8老, , ,2004-10-27,4老,2004-11-01,1老, , , , , , ,2004-10-25,3老,2004-10-28,-3老, , , , , , ,2004-10-27,4老,2005-04-16,2老, , , , , , 
玫救,2005,2005-05-16,15老,2005-08-30,-3老, , ,2005-11-01,9老,2005-11-05,5老, , , , , , ,2005-10-30,8老,2005-11-03,3老, , , , , , ,2005-10-23,0老,2006-04-17,3老, , , , , , 
玫救,2006,2006-05-18,17老,2006-09-02,0老, , ,2006-10-23,0老,2006-10-30,-1老, , , , , , ,2006-10-21,-1老,2006-10-28,-3老, , , , , , ,2006-10-30,7老,2007-04-05,-9老, , , , , , 
玫救,2007,2007-05-18,17老,2007-09-01,-1老, , ,2007-10-29,6老,2007-11-10,10老, , , , , , ,2007-10-26,4老,2007-11-06,6老, , , , , , ,2007-10-21,-2老,2008-04-04,-10老, , , , , , 
玫救,2008, , ,2008-09-11,9老, , ,2008-10-23,0老,2008-11-03,3老, , , , , , ,2008-10-21,-1老,2008-11-03,3老, , , , , , ,2008-11-04,12老,2009-04-17,3老, , , , , , 
玫救,2009, , ,2009-08-28,-5老, , ,2009-10-20,-3老,2009-11-01,1老, , , , , , ,2009-10-22,0老,2009-11-01,1老, , , , , , ,2009-11-03,11老,2010-04-17,3老, , , , , , 
玫救,2010, , ,2010-08-30,-3老, , ,2010-10-25,2老,2010-11-02,2老, , , , , , ,2010-10-25,3老,2010-11-02,2老, , , , , , ,2010-10-27,4老,2011-04-13,-1老, , , , , , 
玫救,2011, , ,2011-08-24,-9老, , ,2011-10-22,-1老,2011-10-30,-1老, , , , , , ,2011-10-22,0老,2011-10-30,-1老, , , , , , ,2011-10-18,-5老,2012-04-17,3老, , , , , , 
玫救,2012, , ,2012-08-30,-3老, , ,2012-10-23,0老,2012-10-30,-1老, , , , , , ,2012-10-23,1老,2012-10-30,-1老, , , , , , ,2012-10-12,-11老,2013-04-22,8老, , , , , , 
玫救,2013, , ,2013-08-28,-5老, , ,2013-10-25,2老,2013-11-03,3老, , , , , , ,2013-10-23,1老,2013-11-01,1老, , , , , , ,2013-10-26,3老,2014-04-08,-6老, , , , , , 
玫救,2014, , ,2014-09-04,2老, , ,2014-10-23,0老,2014-11-04,4老, , , , , , ,2014-10-19,-3老,2014-10-26,-5老, , , , , , ,2014-10-17,-6老, , , , , , , , 
玫救,2015, , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-10-31,8老, , , , , , , , 
全己,2017, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2018-03-23, , , , , , , 
全己,2018, , ,2018-09-16, ,2018-09-23, ,2018-10-19, ,2018-10-27, , , , , , , ,2018-10-19, ,2018-10-27, , , , , , , ,2018-10-30, ,2019-04-15, , , , , , , 
全己,2019, , ,2019-09-10, ,2019-09-17, ,2019-10-26, ,2019-11-06, , , , , , , ,2019-10-18, ,2019-10-29, , , , , , , ,2019-11-08, ,2020-04-12, , , , , , , 
全己,2020, , ,2020-09-08, ,2020-09-21, ,2020-10-22, ,2020-11-01, , , , , , , ,2020-10-26, ,2020-11-09, , , , , , , ,2020-10-29, ,2021-04-09, , , , , , , 
全己,2021, , ,2021-09-09, ,2021-09-24, ,2021-10-31, ,2021-11-12, , , , , , , ,2021-10-31, ,2021-11-15, , , , , , , ,2021-10-18, ,2022-04-05, , , , , , , 
全己,2022, , ,2022-09-07, ,2022-09-16, ,2022-10-24, ,2022-10-31, , , , , , , ,2022-10-26, ,2022-11-02, , , , , , , ,2022-10-19, ,2023-03-30, , , , , , , 
全己,2023, , ,2023-09-01, ,2023-09-14, ,2023-10-26, ,2023-11-01, , , , , , , ,2023-10-30, ,2023-11-17, , , , , , , ,2023-11-08, ,2024-03-31, , , , , , , 
焊篮,2004,2004-04-11,-13老,2004-09-03,0老, , ,2004-10-17,-3老,2004-10-23,-5老, , , , , , ,2004-10-20,0老,2004-10-24,-4老, , , , , , ,2004-10-03,-14老,2005-04-23,-2老,2004-10-14,0老, , ,2004-10-22,-4老
焊篮,2005,2005-04-18,-6老,2005-09-05,2老, , ,2005-10-20,0老,2005-10-26,-2老, , , , , , ,2005-10-22,2老,2005-10-28,0老, , , , , , ,2005-10-23,6老,2006-04-25,0老,2005-10-18,4老, , ,2005-10-28,2老
焊篮,2006, , ,2006-08-24,-10老, , ,2006-10-17,-3老,2006-10-24,-4老, , , , , , ,2006-10-20,0老,2006-10-27,-1老, , , , , , ,2006-10-30,13老,2007-04-28,3老,2006-10-13,-1老, , ,2006-10-25,-1老
焊篮,2007, , ,2007-09-07,4老, , ,2007-10-19,-1老,2007-10-27,-1老, , , , , , ,2007-10-21,1老,2007-10-31,3老, , , , , , ,2007-10-21,4老,2008-05-11,16老,2007-10-14,0老, , ,2007-10-26,0老
焊篮,2008, , ,2008-09-09,6老, , ,2008-10-21,1老,2008-10-30,2老, , , , , , ,2008-10-24,4老,2008-11-03,6老, , , , , , ,2008-10-13,-4老, , ,2008-10-15,1老, , ,2008-10-30,4老
焊篮,2009, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2009-10-09,-5老, , ,2009-10-24,-2老
焊篮,2010, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2010-10-18,4老, , ,2010-10-26,0老
焊篮,2011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2011-10-14,0老, , ,2011-10-25,-1老
焊篮,2012, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2012-10-11,-3老, , ,2012-10-24,-2老
焊篮,2013, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2013-10-14,0老, , ,2013-10-28,2老
焊篮,2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2014-10-10,-4老, , ,2014-10-24,-2老
焊篮,2015, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-10-12,-2老, , ,2015-10-26,0老
焊篮,2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2016-10-12,-2老, , ,2016-10-26,0老
焊篮,2017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2017-10-10,-4老, , ,2017-10-25,-1老
焊篮,2018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2018-10-10,-4老, , ,2018-10-24,-2老
焊篮,2019, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2019-10-18,4老, , ,2019-10-25,-1老
焊篮,2020, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2020-10-15,1老, , ,2020-10-23,-3老
焊篮,2021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2021-10-25,11老, , ,2021-11-02,7老
焊篮,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2022-10-17,3老, , ,2022-10-27,1老
焊篮,2023, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2023-10-19,5老, , ,2023-10-31,5老
力玫,2004, , ,2004-08-06,-13老, , ,2004-10-13,-2老,2004-10-17,-4老, , , , , , ,2004-10-14,-1老,2004-10-19,-4老, , , , , , ,2004-10-03,-11老,2005-05-10,12老, , , , , , 
力玫,2005, , ,2005-08-12,-7老, , ,2005-10-16,1老,2005-10-20,-1老, , , , , , ,2005-10-17,2老,2005-10-22,-1老, , , , , , ,2005-10-17,3老,2006-04-28,0老, , , , , , 
力玫,2006, , ,2006-08-13,-6老, , ,2006-10-16,1老,2006-10-19,-2老, , , , , , ,2006-10-18,3老,2006-10-20,-3老, , , , , , ,2006-10-13,-1老,2007-04-30,2老, , , , , , 
力玫,2007, , ,2007-08-16,-3老, , ,2007-10-24,9老,2007-10-27,6老, , , , , , ,2007-10-19,4老,2007-10-26,3老, , , , , , ,2007-10-18,4老,2008-05-15,17老, , , , , , 
力玫,2008, , ,2008-08-20,1老, , ,2008-10-20,5老,2008-10-24,3老, , , , , , ,2008-10-24,9老,2008-10-27,4老, , , , , , ,2008-10-13,-1老, , , , , , , , 
没林,2004, , ,2004-09-05,2老, , ,2004-10-22,-1老,2004-10-29,-2老, , , , , , ,2004-10-19,-3老,2004-10-26,-5老, , , , , , ,2004-10-27,1老,2005-04-04,2老, , , , , , 
没林,2005, , ,2005-09-01,-2老, , ,2005-10-18,-5老,2005-10-26,-5老, , , , , , ,2005-10-20,-2老,2005-10-28,-3老, , , , , , ,2005-10-23,-3老,2006-03-31,-2老, , , , , , 
没林,2006, , ,2006-09-10,7老, , ,2006-10-24,1老,2006-11-01,1老, , , , , , ,2006-10-24,2老,2006-11-01,1老, , , , , , ,2006-11-12,17老,2007-04-05,3老, , , , , , 
没林,2007, , ,2007-09-12,9老, , ,2007-10-25,2老,2007-11-02,2老, , , , , , ,2007-10-25,3老,2007-11-02,2老, , , , , , ,2007-10-21,-5老,2008-03-28,-5老, , , , , , 
没林,2008, , ,2008-09-10,7老, , ,2008-10-23,0老,2008-11-01,1老, , , , , , ,2008-10-23,1老,2008-11-01,1老, , , , , , ,2008-11-04,9老,2009-04-02,0老, , , , , , 
没林,2009, , ,2009-08-29,-5老, , ,2009-10-22,-1老,2009-10-31,0老, , , , , , ,2009-10-23,1老,2009-10-31,0老, , , , , , ,2009-11-03,8老,2010-04-15,13老, , , , , , 
没林,2010, , ,2010-09-02,-1老, , ,2010-10-25,2老,2010-11-03,3老, , , , , , ,2010-10-25,3老,2010-11-02,2老, , , , , , ,2010-10-27,1老,2011-03-29,-4老, , , , , , 
没林,2011, , ,2011-08-30,-4老, , ,2011-10-23,0老,2011-10-30,-1老, , , , , , ,2011-10-23,1老,2011-10-30,-1老, , , , , , ,2011-10-18,-8老,2012-03-08,-25老, , , , , , 
没林,2012, , ,2012-09-03,0老, , ,2012-10-23,0老,2012-10-30,-1老, , , , , , ,2012-10-23,1老,2012-10-30,-1老, , , , , , ,2012-10-18,-8老,2013-03-15,-18老, , , , , , 
没林,2013, , ,2013-08-31,-3老, , ,2013-10-19,-4老,2013-11-01,1老, , , , , , ,2013-10-19,-3老,2013-11-01,1老, , , , , , ,2013-10-27,1老,2014-03-22,-11老, , , , , , 
没林,2014, , ,2014-08-30,-4老, , ,2014-10-19,-4老,2014-11-02,2老, , , , , , ,2014-10-19,-3老,2014-11-02,2老, , , , , , ,2014-10-28,2老,2015-03-15,-18老, , , , , , 
没林,2015, , ,2015-09-05,2老,2015-09-11, ,2015-10-19,-4老,2015-10-31,0老, , , , , , ,2015-10-19,-3老,2015-10-31,0老, , , , , , ,2015-10-31,5老,2016-03-15,-18老, , , , , , 
没林,2016, , ,2016-09-28,25老,2016-10-03, ,2016-10-27,4老,2016-11-03,3老, , , , , , ,2016-10-21,-1老,2016-11-03,3老, , , , , , ,2016-10-30,4老,2017-03-15,-18老, , , , , , 
没林,2017, , ,2017-09-12,9老,2017-09-21, ,2017-10-26,3老,2017-11-05,5老, , , , , , ,2017-10-21,-1老,2017-11-03,3老, , , , , , ,2017-10-31,5老,2018-04-08,6老, , , , , , 
没林,2018, , ,2018-09-13,10老,2018-09-17, ,2018-10-18,-5老,2018-10-31,0老, , , , , , ,2018-10-17,-5老,2018-11-01,1老, , , , , , ,2018-10-30,4老,2019-03-24,-9老, , , , , , 
没林,2019, , ,2019-09-09,6老,2019-09-16, ,2019-11-01,9老,2019-11-06,6老, , , , , , ,2019-10-25,3老,2019-11-06,6老, , , , , , ,2019-11-08,13老,2020-03-29,-4老, , , , , , 
没林,2020, , ,2020-09-03,0老,2020-09-14, ,2020-10-29,6老,2020-11-03,3老, , , , , , ,2020-10-28,6老,2020-11-06,6老, , , , , , ,2020-10-24,-2老,2021-04-19,17老, , , , , , 
没林,2021, , ,2021-09-10,7老,2021-09-17, ,2021-11-03,11老,2021-11-09,9老, , , , , , ,2021-11-06,15老,2021-11-16,16老, , , , , , ,2021-10-18,-8老,2022-04-04,2老, , , , , , 
没林,2022, , ,2022-09-10,7老,2022-09-26, ,2022-10-25,2老,2022-11-02,2老, , , , , , ,2022-10-27,5老,2022-11-09,9老, , , , , , ,2022-10-19,-7老,2023-03-19,-14老, , , , , , 
没林,2023, , ,2023-08-28,-6老,2023-09-09, ,2023-10-28,5老,2023-11-05,5老, , , , , , ,2023-10-29,7老,2023-11-03,3老, , , , , , ,2023-11-08,13老,2024-03-27,-6老,2023-10-19, , , ,2023-10-31, 
眠浅飞,2004,2004-05-22,23老,2004-08-27,0老, , ,2004-10-20,2老,2004-10-27,-2老, , , , , , ,2004-10-18,1老,2004-10-26,-2老, , , , , , ,2004-10-13,-13老,2005-03-27,-16老, , , , , , 
眠浅飞,2005,2005-05-26,27老,2005-08-14,-13老, , ,2005-10-19,1老,2005-10-31,2老, , , , , , ,2005-10-19,2老,2005-10-29,1老, , , , , , ,2005-10-23,-3老,2006-04-06,-6老, , , , , , 
眠浅飞,2006,2006-05-26,27老,2006-08-05,-22老, , ,2006-10-15,-3老,2006-11-01,3老, , , , , , ,2006-10-15,-2老,2006-11-01,4老, , , , , , ,2006-11-08,13老,2007-04-10,-2老, , , , , , 
眠浅飞,2007,2007-05-16,17老,2007-08-17,-10老, , ,2007-10-26,8老,2007-11-03,5老, , , , , , ,2007-10-26,9老,2007-11-03,6老, , , , , , ,2007-10-30,4老,2008-04-28,16老, , , , , , 
眠浅飞,2008, , ,2008-08-21,-6老, , ,2008-10-24,6老,2008-11-02,4老, , , , , , ,2008-10-24,7老,2008-11-02,5老, , , , , , ,2008-10-25,-1老,2009-04-02,-10老, , , , , , 
眠浅飞,2009, , ,2009-08-16,-11老, , ,2009-10-24,6老,2009-11-03,5老, , , , , , ,2009-10-24,7老,2009-11-03,6老, , , , , , ,2009-11-20,25老,2010-04-16,4老, , , , , , 
眠浅飞,2010, , ,2010-09-08,12老, , ,2010-10-25,7老,2010-11-04,6老, , , , , , ,2010-10-25,8老,2010-11-04,7老, , , , , , ,2010-10-27,1老,2011-03-18,-25老, , , , , , 
眠浅飞,2011, , ,2011-09-05,9老, , ,2011-10-20,2老,2011-10-31,2老, , , , , , ,2011-10-20,3老,2011-10-31,3老, , , , , , ,2011-10-19,-7老,2012-04-07,-5老, , , , , , 
眠浅飞,2012, , ,2012-09-06,10老, , ,2012-10-17,-1老,2012-10-30,1老, , , , , , ,2012-10-17,0老,2012-10-30,2老, , , , , , ,2012-11-02,7老,2013-04-27,15老, , , , , , 
眠浅飞,2013, , ,2013-07-15,-43老, , ,2013-10-16,-2老,2013-10-30,1老, , , , , , ,2013-10-16,-1老,2013-10-30,2老, , , , , , ,2013-10-17,-9老,2014-05-07,25老, , , , , , 
眠浅飞,2014, , ,2014-07-02,-56老, , ,2014-10-16,-2老,2014-10-30,1老, , , , , , ,2014-10-16,-1老,2014-10-30,2老, , , , , , ,2014-10-18,-8老,2015-03-28,-15老, , , , , , 
眠浅飞,2015, , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-10-31,5老, , , , , , , , 
面林,2004, , ,2004-07-28,-32老, , ,2004-10-18,-1老,2004-10-25,-2老, , , , , , ,2004-10-19,1老,2004-10-27,0老, , , , , , ,2004-10-15,-7老,2005-04-14,1老,2004-10-14,2老, , ,2004-10-24,0老
面林,2005, , ,2005-08-07,-22老, , ,2005-10-20,1老,2005-10-29,2老, , , , , , ,2005-10-21,3老,2005-10-29,2老, , , , , , ,2005-10-23,1老,2006-04-03,-10老,2005-10-18,6老, , ,2005-10-28,4老
面林,2006, , ,2006-09-12,14老, , ,2006-10-19,0老,2006-10-30,3老, , , , , , ,2006-10-16,-2老,2006-10-28,1老, , , , , , ,2006-11-12,21老,2007-04-05,-8老,2006-10-07,-5老, , ,2006-10-21,-3老
面林,2007, , ,2007-09-10,12老, , ,2007-10-24,5老,2007-11-02,6老, , , , , , ,2007-10-20,2老,2007-10-30,3老, , , , , , ,2007-10-20,-2老,2008-04-04,-9老,2007-10-16,4老, , ,2007-10-24,0老
面林,2008, , ,2008-09-17,19老, , ,2008-10-21,2老,2008-11-01,5老, , , , , , ,2008-10-17,-1老,2008-10-30,3老, , , , , , ,2008-10-28,6老,2009-04-07,-6老,2008-10-13,1老, , ,2008-10-24,0老
面林,2009, , ,2009-08-15,-14老, , ,2009-10-18,-1老,2009-10-31,4老, , , , , , ,2009-10-15,-3老,2009-10-30,3老, , , , , , ,2009-11-03,12老,2010-04-17,4老,2009-10-09,-3老, , ,2009-10-26,2老
