,Name,Brand,Categories,ABV,Rating,Rate Count,Price,Description
3037,Georgia Moon Corn Whisky Apple Pie,Georgia Moon,"Flavored Whiskey, Whiskey",35.0,5.0,1,14.99,
3038,Amador Ten Barrels Straight Hop Flavored Whiskey,Amador Whiskey,"American Whiskey, Whiskey",48.0,5.0,1,106.59,"The mission of the Amador Whiskey Company is to ""partner with the finest craft distilleries in the United States to create limited-edition whiskeys."" The company's first release was crafted by Charbay Master Distiller Marko Karakasevic. Thirty years ago, Karakasevic — a 12th generation Master Distiller — emigrated to California and became a pioneer in the American craft spirits movement by opening the doors to one of the first craft distilleries in the United States. Over three decades later, Karakasevic continues to release some of the most unique and interesting spirits in the world.

Amador Ten Barrels Straight Hop-Flavored Whiskey is made from a marriage of 60% straight malt whiskey and 40% hop-flavored whiskey. The hop-flavored whiskey is crafted from Racer 5 IPA, a craft beer brewed by the Bear Republic Brewery. The IPA is full-bodied, and contributes a malty hoppiness to the whiskey without overwhelming the whiskey's flavor profile.

After the straight malt whiskey and hop- flavored whiskey are distilled, they are matured separately for over two years in French oak wine barrels. Then, the whiskies are ""married in our family chardonnay barrels for another year before being bottled,"" says Karakasevic.

The whiskey has an aroma of caramel, cloves and vanilla. Notes of hop-spices, two-row barley, toffee, butterscotch, rich citrus, orange, warm caramel and nougat dominate the palate and lead to a long, ever-lasting finish.

Only ten barrels of this whiskey will ever be made."
3039,Amador Small Batch 10 Barrels 10 Year Whiskey,Amador Whiskey,"American Whiskey, Whiskey",48.0,5.0,1,131.02,"Amador Whiskey Co. Double Barrel marries the best of Kentucky Bourbon with Napa Valley wine barrel finishing. Its journey began in the heart of Bourbon country, where we selected exceptional Kentucky Bourbon that came to life in new charred American oak barrels aged over 10 years.

We transported this treasure westward along the 38th parallel to California, where we finished the Bourbon with our family’s Napa Cellars Chardonnay French oak barrels for 6 months and bottled at 100 proof. This double-barrel aging technique creates characteristics from the individual barrels that are then blended together to make exceptional Bourbon, far greater than the sum of its parts.

You’ll discover complex aromas of toasted oak, cinnamon, and taffy and flavors of cherry, vanilla, dried apricot, and dark chocolate.

Enjoy this unique Bourbon with Kentucky pedigree and California flair."
3040,Amador Double Barrel Bourbon Whiskey,Amador Whiskey,"Bourbon, Whiskey",,5.0,1,47.99,"Amador Whiskey Co. Double Barrel marries the best of Kentucky Bourbon with Napa Valley wine barrel finishing. Its journey began in the heart of Bourbon country, where we selected exceptional Kentucky Bourbon that came to life in new charred American oak barrels.

We transported this treasure westward along the 38th parallel to California, where we finished the Bourbon with our family’s Napa Valley wine barrels. This double-barrel aging technique creates characteristics from the individual barrels that are then blended together to make exceptional Bourbon, far greater than the sum of its parts.


TASTING NOTES
You’ll discover complex flavors of vanilla, oak, brown sugar and spice. Enjoy this unique Bourbon with Kentucky pedigree and California flair."
3041,Great Lakes Distillery Pumpkin Spirit,Great Lakes Distillery,"American Whiskey, Whiskey",40.0,5.0,1,47.99,"We’re never quite content with the ordinary. A while back we were sharing some drinks with our friends at Milwaukee’s Lakefront Brewery (it seems the best ideas come to us this way). I’m not sure who said it first but someone made the comment that Lakefront’s Pumpkin Lager could make an interesting distilled spirit …and so the tests began. As it turned out, interesting didn’t even begin to describe the resulting spirit. We liked the result and after tweaking & aging, we liked it a lot! We’re pleased to finally be able to share it with you. But, it’s only available for a limited time and a limited number of bottles."
3042,Heath Clark Black & Tan Whiskey,H Clark Distillery,"American Whiskey, Whiskey",40.0,5.0,1,39.99,
3043,Heath Clark Tennessee Bourbon,H Clark Distillery,"Bourbon, Whiskey",45.0,5.0,1,72.5,
3044,Deaths Door White Whiskey,Deaths Door Spirits,"American Whiskey, Whiskey",,5.0,1,36.99,"A pioneer in the whisky category, Death's Door White Whisky has an 80:20 mash bill of Washington Island Wheat to malted barley from Chilton, Wisconsin. The spirit is then double-distilled up to 160 proof (80% abv), rested in stainless steel and finished in uncharred Minnesota oak barrels to help bring the ""white whisky"" together and to meld this unique spirits' flavors. The bouquet is one part ""South of the Border"": artisanal cachaça, tequila; and one part ""Eastern"": sweet potato shochu/soju and earthy sake. Yet, the palate is unmistakably whisky: a smooth double-distilled varietal with vanilla, chocolate covered raisin, and dark cherry flavors."
3045,Vashon Idle Hour Whiskey,Seattle Distilling,"American Whiskey, Whiskey",40.0,5.0,1,49.99,"Seattle Distilling Idle Hour Whiskey  is a single-malt whiskey crafted from barley grown in the Palouse.  We add just a touch of local wildflower honey as we ferment the wort, lending a subtle sweetness and bourbon-ish nose. We barrel age at 100 proof in French oak casks that first aged local cabernet sauvignon (from Andrew Will Winery), adding a little fruit to the mix.  We char and recooper the barrels, adding a nice smoky note. The taste is full, with a pure grain flavor and notes of oak and biscuits."
3046,Whistling Andy Harvest Select Whiskey,Whistling Andy,"American Whiskey, Whiskey",40.0,5.0,1,49.99,
3047,Whistling Andy Straight Bourbon Whiskey,Whistling Andy,"Bourbon, Whiskey",40.0,5.0,1,51.0,
3048,Five & 20 Bourbon Whiskey,Five  20 Spirits  Brewing,"American Whiskey, Whiskey",45.0,5.0,1,36.99,"The nose has soft caramel and vanilla notes to start out, with a touch of sweet corn at the end. Robust barrel flavors come through on the first sip, with dark caramel and smoky notes, that are followed up by hints of spice from the rye. It finishes dry and smoky on the tongue with a lingering corn after taste.

This is a fine Bourbon and is suitable to simply serve over ice, or try it as this suggested cocktail.

70% estate grown and NY corn, 15% NY rye, and 15% NY barley malt"
3049,Five & 20 Rye Whiskey,Five  20 Spirits  Brewing,"Rye Whiskey, Whiskey",45.0,5.0,1,38.99,"Caramel and vanilla flavors from the charred white oak barrels come through first with a spicy rye note from the spirit. The rye becomes more assertive in the finish. Clean, dry and spicy with a nice warmth. We crafted this rye to be smoother and more approachable than many rye whiskeys. Carefully pot-distilled, specifically to be aged in our selection of cooperages and sizes, the spirit is balanced between the spicy grain character of rye and the sweet caramel & vanilla flavors of high quality oak barrels.

80% NY rye and 20% NY barley malt"
3050,Five & 20 Rye Port Finish,Five  20 Spirits  Brewing,"Rye Whiskey, Whiskey",49.5,5.0,1,59.95,"80% NY rye and 20% NY barley malt

This whiskey started out in new, charred American oak barrels that provide the robust caramel and vanilla notes which balance the spiciness of the rye.  After this initial aging, the whiskey is transferred into freshly emptied American “Port” wine casks from our own winery – Mazza Vineyards.  Because the “Port” casks came from our own winery, they were filled with whiskey within 24 hours of the wine being removed.  This ensures the freshness of the barrels, which provides the maximum flavor and aroma impact.  The longer aging in these “Port” casks gives the whiskey a deeper, more ruby color and rich flavors and aromas of red wine, dark fruit and chocolate."
3051,Troubadour Blended Whisk,Troubadour,"American Whiskey, Whiskey",,5.0,1,29.49,"We also introduced this year, Troubadour Blended Whiskey, which is a blend of the fine Troubadour Bourbon and a neutral grain spirit, that quickly became my favorite. Hints of oak, vanilla, caramel, and orange are what I detect as I check the ""nose"" on each batch."
3052,Troubadour Texas Bourbon,Troubadour,"Bourbon, Whiskey",,5.0,1,0.0,"When you want a true handcrafted adult beverage, look no further.  Our Troubadour Vodka's tradition is in reflux column distillation. Its the control of batch distillation, using the proper stills and employing tradition that allows us to bring to you this excellent hand-crafted Vodka."
3053,Headframe Destroying Angel Whiskey,Headframe Spirits,"American Whiskey, Whiskey",40.0,5.0,1,26.99,"Headframe Spirits distillery in Butte sits atop four mining lodes, including The Destroying Angel. We love the rich history under our feet and we love a rich spirit in our hands. In the tradition of Butte’s storied past, we’ve crafted our Destroying Angel Whiskey to steal a quick kiss from an oak barrel before finding its way into the bottle. The Destroying Angel Whiskey has a lightly sweet taste, great for sipping and mixing."
3054,Wasmunds Whisky Barrel Aging Kit,Copper Fox,"American Whiskey, Whiskey",62.0,5.0,1,109.99,"Rick Wasmund and Copper Fox Distillery continue to blaze new trails in the American whisky landscape! WASMUNDS Barrel Kit a Copper Fox exclusive, provides a uniquely creative opportunity for the casual or professional mixologist, the creative aspiring chef, or the true whisky connoisseur. Barrels are intended to be used for multiple fills, with the layers of flavors and complexities evolving with each use. Initially the barrels will age our spirit more like bourbon, with subsequent fills shifting to a more “scotch like” finish. We encourage you to savor the journey and age and season your spirit to your personal taste preference."
3055,Copper Fox Rye,Copper Fox,"Rye Whiskey, Whiskey",45.0,5.0,1,46.99,A remarkable rye whisky made with an extraordinarily generous amount of our smoked malt. The mash bill is 2/3 Virginia rye and 1/3 Virginia Thoroughbred hand-malted barley—kiln dried with apple wood and cherry wood smoke.     Double pot-stilled to between 150 and 160 proof and aged with a progressive series of new and used apple wood and oak chips inside used bourbon barrels. Our innovative aging process results in a truly unique rye whisky that is savory and complex with the characteristic Wasmund's finish.
